,coordenadas_tupla
100618,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
100647,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
101003,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
101659,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
101750,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
103043,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
103196,"[{'lat': '70.25528', 'lon': '-148.33722', 'name': 'Prudhoe Bay', 'admin1': 'Alaska', 'admin2': 'North Slope Borough', 'cc': 'US'}]"
104224,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
104601,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
105360,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
105464,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
105657,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
106392,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
107847,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
109356,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
109935,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
109948,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
110326,"[{'lat': '24.67153', 'lon': '-81.49842', 'name': 'Cudjoe Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
110664,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
110666,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
110985,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
111116,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
111344,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
112193,"[{'lat': '70.25528', 'lon': '-148.33722', 'name': 'Prudhoe Bay', 'admin1': 'Alaska', 'admin2': 'North Slope Borough', 'cc': 'US'}]"
112401,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
112484,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
113019,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
113802,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
115701,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
115926,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
115934,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
116281,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
117263,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
118047,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
118344,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
118429,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
119251,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
119813,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
121031,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
121585,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
122118,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
122550,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
122755,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
124034,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
124740,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
125212,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
126143,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
126194,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
127410,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
127748,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
128591,"[{'lat': '4.86992', 'lon': '-2.24046', 'name': 'Axim', 'admin1': 'Western', 'admin2': '', 'cc': 'GH'}]"
129090,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
129165,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
129517,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
130030,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
130076,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
130143,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
130565,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
131395,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
132363,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
132376,"[{'lat': '16.01793', 'lon': '-16.48962', 'name': 'Saint-Louis', 'admin1': 'Saint-Louis', 'admin2': '', 'cc': 'SN'}]"
132431,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
132639,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
132887,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
134322,"[{'lat': '24.67153', 'lon': '-81.49842', 'name': 'Cudjoe Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
135883,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
136287,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
136330,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
136375,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
136426,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
136649,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
136712,"[{'lat': '22.36667', 'lon': '-72.96667', 'name': ""Abraham's Bay"", 'admin1': 'Mayaguana', 'admin2': '', 'cc': 'BS'}]"
137361,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
137618,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
138280,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
139569,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
139750,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
140709,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
141287,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
141765,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
142019,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
142278,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
145107,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
146171,"[{'lat': '70.25528', 'lon': '-148.33722', 'name': 'Prudhoe Bay', 'admin1': 'Alaska', 'admin2': 'North Slope Borough', 'cc': 'US'}]"
146252,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
147033,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
147261,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
147517,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
148062,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
148337,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
148366,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
148737,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
148827,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
148868,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
148998,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
149812,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
150919,"[{'lat': '50.63955', 'lon': '-93.23526', 'name': 'Ear Falls', 'admin1': 'Ontario', 'admin2': '', 'cc': 'CA'}]"
151531,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
151863,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
153070,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
153522,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
155449,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
155641,"[{'lat': '-9.8', 'lon': '-139.03333', 'name': 'Atuona', 'admin1': '', 'admin2': '', 'cc': 'PF'}]"
156168,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
156632,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
157295,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
158755,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
158871,"[{'lat': '24.97624', 'lon': '-80.55228', 'name': 'Plantation', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
159554,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
159824,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
160099,"[{'lat': '24.67153', 'lon': '-81.49842', 'name': 'Cudjoe Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
161164,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
161294,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
161836,"[{'lat': '4.86992', 'lon': '-2.24046', 'name': 'Axim', 'admin1': 'Western', 'admin2': '', 'cc': 'GH'}]"
162361,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
162376,"[{'lat': '70.25528', 'lon': '-148.33722', 'name': 'Prudhoe Bay', 'admin1': 'Alaska', 'admin2': 'North Slope Borough', 'cc': 'US'}]"
163046,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
163266,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
164202,"[{'lat': '-43.53333', 'lon': '172.63333', 'name': 'Christchurch', 'admin1': 'Canterbury', 'admin2': 'Christchurch City', 'cc': 'NZ'}]"
164371,"[{'lat': '24.97624', 'lon': '-80.55228', 'name': 'Plantation', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
164552,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
164635,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
164669,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
165170,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
165259,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
165538,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
166157,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
167192,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
168822,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
169160,"[{'lat': '3.90806', 'lon': '-159.38832', 'name': 'Napari Village', 'admin1': 'Line Islands', 'admin2': 'Tabuaeran', 'cc': 'KI'}]"
169301,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
169340,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
169608,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
170032,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
170279,"[{'lat': '22.21208', 'lon': '-159.41342', 'name': 'Kilauea', 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
170836,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
170861,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
171758,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
171980,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
172439,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
173368,"[{'lat': '22.07521', 'lon': '-159.31895', 'name': ""Kapa'a"", 'admin1': 'Hawaii', 'admin2': 'Kauai County', 'cc': 'US'}]"
173683,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
175978,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
176609,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
177196,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
177607,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
177707,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
179093,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
179445,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
179632,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
180485,"[{'lat': '24.66987', 'lon': '-81.35397', 'name': 'Big Pine Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
180579,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
180688,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
180736,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
182195,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
182326,"[{'lat': '-27.11124', 'lon': '-109.35053', 'name': 'Ostrov Paskhi', 'admin1': '', 'admin2': '', 'cc': 'CL'}]"
182670,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
183644,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
184175,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
184867,"[{'lat': '24.71375', 'lon': '-81.09035', 'name': 'Marathon', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
185742,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
186104,"[{'lat': '24.9243', 'lon': '-80.62784', 'name': 'Islamorada', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
186353,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
186496,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
186850,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
186980,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
187362,"[{'lat': '-25.06597', 'lon': '-130.10147', 'name': 'Adamstown', 'admin1': '', 'admin2': '', 'cc': 'PN'}]"
187417,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
188109,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
189141,"[{'lat': '24.59653', 'lon': '-81.66009', 'name': 'Big Coppitt Key', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
189182,"[{'lat': '24.56709', 'lon': '-81.73842', 'name': 'Stock Island', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
189448,"[{'lat': '36.41362', 'lon': '94.8157', 'name': 'Guolemude', 'admin1': 'Heilongjiang Sheng', 'admin2': '', 'cc': 'CN'}]"
189585,"[{'lat': '24.5557', 'lon': '-81.78259', 'name': 'Key West', 'admin1': 'Florida', 'admin2': 'Monroe County', 'cc': 'US'}]"
